branch,arxiv,task,placeholder,scorer,score
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),"In addition, a shift of {momentum_shift} in the momentum ${k_symbol}$ for {shifted_Ek}, respectively.",Yasaman,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),potential_symbol,Haining,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),potential_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),potential_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),real|momentum,Haining,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),real|momentum,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),real|momentum,Yasaman,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),single-particle|second-quantized,Haining,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),single-particle|second-quantized,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),single-particle|second-quantized,Yasaman,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),diagonal_potential,Haining,0
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),diagonal_potential,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),diagonal_potential,Yasaman,0
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),potential_degrees_of_freedom,Haining,1
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),potential_degrees_of_freedom,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),potential_degrees_of_freedom,Yasaman,0
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),offdiagonal_potential,Haining,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),offdiagonal_potential,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),offdiagonal_potential,Yasaman,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),definition_of_variables,Haining,2
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct Potential Hamiltonian (continuum version),definition_of_variables,Yasaman,1
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),potential_symbol,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),potential_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),potential_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),Potential_variables,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),Potential_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),Potential_variables,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),expression_diag,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),expression_diag,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),expression_diag,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),expression_offdiag,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),expression_offdiag,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),expression_offdiag,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),definition_of_variables,Haining,0
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Potential Hamiltonian (continuum version),definition_of_variables,Yasaman,1
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),second_int_symbol,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),second_int_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),second_int_symbol,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),index_of_operator,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),index_of_operator,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),index_of_operator,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),momentum,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),momentum,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),momentum,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),interaction,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),interaction,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),interaction,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),int_form,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),int_form,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),int_form,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),normalization_factor,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),normalization_factor,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),normalization_factor,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),op,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),op,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),op,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),definition_of_variables,Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),definition_of_variables,Yasaman,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),"For each operator, the total momentum is the sum of moire reciprocal lattice $b_i$ and momentum with in the first BZ $k_i$",Haining,0
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),"For each operator, the total momentum is the sum of moire reciprocal lattice $b_i$ and momentum with in the first BZ $k_i$",Will,(TODO)
"lattice, second-quantized",1812.04213,Construct interaction Hamiltonian (momentum space),"For each operator, the total momentum is the sum of moire reciprocal lattice $b_i$ and momentum with in the first BZ $k_i$",Yasaman,2
"lattice, second-quantized",1812.04213,Wick's theorem,second_int_symbol,Haining,2
"lattice, second-quantized",1812.04213,Wick's theorem,second_int_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Wick's theorem,second_int_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Wick's theorem,Hartree_Fock_symbol,Haining,2
"lattice, second-quantized",1812.04213,Wick's theorem,Hartree_Fock_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Wick's theorem,Hartree_Fock_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Wick's theorem,definition_of_variables,Haining,2
"lattice, second-quantized",1812.04213,Wick's theorem,definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Wick's theorem,definition_of_variables,Yasaman,2
"lattice, second-quantized",1812.04213,Extract quadratic term,Hartree_Fock_term_symbol,Haining,0
"lattice, second-quantized",1812.04213,Extract quadratic term,Hartree_Fock_term_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Extract quadratic term,Hartree_Fock_term_symbol,Yasaman,0
"lattice, second-quantized",1812.04213,Extract quadratic term,bilinear_op,Haining,2
"lattice, second-quantized",1812.04213,Extract quadratic term,bilinear_op,Will,(TODO)
"lattice, second-quantized",1812.04213,Extract quadratic term,bilinear_op,Yasaman,2
"lattice, second-quantized",1812.04213,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Haining,0
"lattice, second-quantized",1812.04213,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Extract quadratic term,definition_of_variables,Haining,2
"lattice, second-quantized",1812.04213,Extract quadratic term,definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Extract quadratic term,definition_of_variables,Yasaman,1
"lattice, second-quantized",1812.04213,Expand interaction,Hartree_Fock_second_quantized_symbol,Haining,2
"lattice, second-quantized",1812.04213,Expand interaction,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Expand interaction,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Expand interaction,momentum,Haining,1
"lattice, second-quantized",1812.04213,Expand interaction,momentum,Will,(TODO)
"lattice, second-quantized",1812.04213,Expand interaction,momentum,Yasaman,2
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,Hartree_Fock_second_quantized_symbol,Haining,0
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expected_value,Haining,0
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expected_value,Will,(TODO)
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expected_value,Yasaman,2
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expression_Hartree_1,Haining,0
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expression_Hartree_1,Will,(TODO)
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expression_Hartree_1,Yasaman,2
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expression_Hartree_2,Haining,0
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expression_Hartree_2,Will,(TODO)
"lattice, second-quantized",1812.04213,Swap the index to combine Hartree and Fock terms,expression_Hartree_2,Yasaman,0
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),Hartree_second_quantized_symbol,Haining,0
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),Hartree_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),Hartree_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),expected_value,Haining,0
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),expected_value,Will,(TODO)
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),expected_value,Yasaman,0
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),expected_value_nonzero,Haining,0
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),expected_value_nonzero,Will,(TODO)
"lattice, second-quantized",1812.04213,Reduce momentum in Hartree term (momentum in BZ + reciprocal lattice),expected_value_nonzero,Yasaman,0
